Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,8.302231404958677,363.0,0.0,3013.71,0.0,363.0,3013.71,0.0,0.00,23.85,2989.86,70,0,0,0,0,0,0,0
,,,Dough Zone Menu (Cupertino),,,,,8.302231404958677,363.0,1.0,3013.71,1.0,363.0,3013.71,0.0,0.00,23.85,2989.86,70,1.0,0,0,1.0,0,0,1.0
600000010081823843,600000010081823844,,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,,,6.80,42.0,0.11570247933884298,285.80,0.09483327858353989,42.0,285.80,0.0,0.00,1.87,283.93,31,0.44285714285714284,0,0.11570247933884298,0.11570247933884298,0,0.09496431271029412,0.09496431271029412
600000010081823846,600000010081823847,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Green Onion Pancake (1) Ⓥ 葱油饼,,4.1499999999999995,17.0,0.40476190476190477,70.55,0.246850944716585,17.0,70.55,0.0,0.00,1.00,69.55,16,0.5161290322580645,0.40476190476190477,0.046831955922865015,0.046831955922865015,0.24495474236607612,0.023261958753921588,0.023261958753921588
600000010081825599,600000010081826450,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Sandwich (1) 🌶️🌶️大嘴牛肉包 (辣),,8.4,1.0,0.023809523809523808,8.40,0.02939118264520644,1.0,8.40,0.0,0.00,0.00,8.40,1,0.03225806451612903,0.023809523809523808,0.0027548209366391185,0.0027548209366391185,0.029584756806255063,0.0028094960968072084,0.0028094960968072084
600000010081827854,600000010081827857,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Sandwich (1) 大嘴牛肉包 (不辣),,8.4,1.0,0.023809523809523808,8.40,0.02939118264520644,1.0,8.40,0.0,0.00,0.00,8.40,1,0.03225806451612903,0.023809523809523808,0.0027548209366391185,0.0027548209366391185,0.029584756806255063,0.0028094960968072084,0.0028094960968072084
600000010081829145,600000010081829146,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Pancake Roll (1) 🌶️🌶️ 麻辣牛肉卷饼,,10.125,4.0,0.09523809523809523,40.50,0.1417074877536739,4.0,40.50,0.0,0.00,0.00,40.50,4,0.12903225806451613,0.09523809523809523,0.011019283746556474,0.011019283746556474,0.14264079174444405,0.013545784752463326,0.013545784752463326
600000010081831014,600000010081831015,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,10.27,5.0,0.11904761904761904,51.35,0.17967109867039888,5.0,51.35,0.0,0.00,0.00,51.35,4,0.12903225806451613,0.11904761904761904,0.013774104683195593,0.013774104683195593,0.1808544359525235,0.017174717210839303,0.017174717210839303
600000010081832226,600000010081832227,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Chive Dumplings (3) 韭菜盒子,,7.7125,8.0,0.19047619047619047,61.70,0.2158852344296711,8.0,61.70,0.0,0.00,0.87,60.83,8,0.25806451612903225,0.19047619047619047,0.02203856749311295,0.02203856749311295,0.21424294720529707,0.020345434234378866,0.020345434234378866
600000010081833953,600000010081833954,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Beef Pies (2) 牛肉馅饼,,7.483333333333333,6.0,0.14285714285714285,44.90,0.15710286913925822,6.0,44.90,0.0,0.00,0.00,44.90,6,0.1935483870967742,0.14285714285714285,0.01652892561983471,0.01652892561983471,0.15813756911914909,0.015017425565076625,0.015017425565076625
600000031726935735,600000031726935734,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Chinese Crepe 煎饼果子 (薄脆),,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
600000010081834424,600000010081834425,,Dough Zone Menu (Cupertino),XIAO LONG BAO (SOUP DUMPLINGS),,,,10.20,66.0,0.18181818181818182,673.20,0.2233791572513613,66.0,673.20,0.0,0.00,1.19,672.01,45,0.6428571428571429,0,0.18181818181818182,0.18181818181818182,0,0.22476303238278714,0.22476303238278714
600000010081834426,600000010081834427,600000010081834424,Dough Zone Menu (Cupertino),XIAO LONG BAO (SOUP DUMPLINGS),,Pork Xiao Long Bao (8) 鲜肉小笼包,,10.2,36.0,0.5454545454545454,367.20,0.5454545454545454,36.0,367.20,0.0,0.00,1.19,366.01,30,0.6666666666666666,0.5454545454545454,0.09917355371900827,0.09917355371900827,0.5446496331899823,0.12241710314195313,0.12241710314195313
600000010081835785,600000010081835786,600000010081834424,Dough Zone Menu (Cupertino),XIAO LONG BAO (SOUP DUMPLINGS),,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,10.04375,16.0,0.24242424242424243,160.70,0.23871063576945928,16.0,160.70,0.0,0.00,0.00,160.70,15,0.3333333333333333,0.24242424242424243,0.0440771349862259,0.0440771349862259,0.2391333462299668,0.053748336042490276,0.053748336042490276
