Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,8.440100401606426,498.0,0.0,4203.17,0.0,498.0,4203.17,0.0,0.00,22.09,4181.08,107,0,0,0,0,0,0,0
,,,Dough Zone Menu (Cupertino),,,,,8.365262096774194,496.0,0.9959839357429718,4149.17,0.9871525539057425,496.0,4149.17,0.0,0.00,22.09,4127.08,106,0.9906542056074766,0,0,0.9959839357429718,0,0,0.9870846766864064
600000010081823843,600000010081823844,,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,,,6.10,52.0,0.10483870967741936,317.10,0.07642492353892466,52.0,317.10,0.0,0.00,0.33,316.77,40,0.37735849056603776,0,0.10483870967741936,0.10441767068273092,0,0.07675402463727381,0.07576272159346388
600000010081823846,600000010081823847,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Green Onion Pancake (1) Ⓥ 葱油饼,,4.242857142857143,28.0,0.5384615384615384,118.80,0.3746452223273415,28.0,118.80,0.0,0.00,0.33,118.47,26,0.65,0.5384615384615384,0.056451612903225805,0.05622489959839357,0.3739937494080879,0.028705525456254787,0.028334784314100664
600000010081825599,600000010081826450,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Sandwich (1) 🌶️🌶️大嘴牛肉包 (辣),,7.3,2.0,0.038461538461538464,14.60,0.04604225796278776,2.0,14.60,0.0,0.00,0.00,14.60,2,0.05,0.038461538461538464,0.004032258064516129,0.004016064257028112,0.04609022319032737,0.0035376101262878353,0.0034919207477493853
600000010081827854,600000010081827857,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Sandwich (1) 大嘴牛肉包 (不辣),,8.4,1.0,0.019230769230769232,8.40,0.026490066225165563,1.0,8.40,0.0,0.00,0.00,8.40,1,0.025,0.019230769230769232,0.0020161290322580645,0.002008032128514056,0.026517662657448624,0.0020353373329327273,0.002009050293225674
600000010081829145,600000010081829146,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Pancake Roll (1) 🌶️🌶️ 麻辣牛肉卷饼,,10.366666666666667,3.0,0.057692307692307696,31.10,0.09807631661936297,3.0,31.10,0.0,0.00,0.00,31.10,3,0.075,0.057692307692307696,0.006048387096774193,0.006024096385542169,0.09817848912460146,0.007535594173119979,0.007438269538014102
600000010081831014,600000010081831015,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,9.4,4.0,0.07692307692307693,37.60,0.11857458215074108,4.0,37.60,0.0,0.00,0.00,37.60,4,0.1,0.07692307692307693,0.008064516129032258,0.008032128514056224,0.11869810903810336,0.009110557585508399,0.008992891788724445
600000010081832226,600000010081832227,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Chive Dumplings (3) 韭菜盒子,,7.85,8.0,0.15384615384615385,62.80,0.19804478082623775,8.0,62.80,0.0,0.00,0.00,62.80,8,0.2,0.15384615384615385,0.016129032258064516,0.01606425702811245,0.1982510970104492,0.01521656958430658,0.015020042668401465
600000010081833953,600000010081833954,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Beef Pies (2) 牛肉馅饼,,7.3,6.0,0.11538461538461539,43.80,0.13812677388836328,6.0,43.80,0.0,0.00,0.00,43.80,6,0.15,0.11538461538461539,0.012096774193548387,0.012048192771084338,0.1382706695709821,0.010612830378863507,0.010475762243248156
600000031726935735,600000031726935734,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Chinese Crepe 煎饼果子 (薄脆),,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
600000010081834424,600000010081834425,,Dough Zone Menu (Cupertino),XIAO LONG BAO (SOUP DUMPLINGS),,,,10.20,71.0,0.1431451612903226,724.45,0.17460118529730043,71.0,724.45,0.0,0.00,0.80,723.65,54,0.5094339622641509,0,0.1431451612903226,0.142570281124498,0,0.17534188821152,0.17307729103485223
600000010081834426,600000010081834427,600000010081834424,Dough Zone Menu (Cupertino),XIAO LONG BAO (SOUP DUMPLINGS),,Pork Xiao Long Bao (8) 鲜肉小笼包,,10.096341463414634,41.0,0.5774647887323944,413.95,0.5713989923390157,41.0,413.95,0.0,0.00,0.80,413.15,37,0.6851851851851852,0.5774647887323944,0.08266129032258064,0.0823293172690763,0.570925171008084,0.10010709751204241,0.09881418198168894
600000010081835785,600000010081835786,600000010081834424,Dough Zone Menu (Cupertino),XIAO LONG BAO (SOUP DUMPLINGS),,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,10.180769230769231,13.0,0.18309859154929578,132.35,0.1826903167920491,13.0,132.35,0.0,0.00,0.00,132.35,10,0.18518518518518517,0.18309859154929578,0.02620967741935484,0.02610441767068273,0.18289228218061218,0.032068678096862674,0.03165450075100213
600000010081837612,600000010081837613,600000010081834424,Dough Zone Menu (Cupertino),XIAO LONG BAO (SOUP DUMPLINGS),,Chicken Xiao Long Bao (8) 鸡肉小笼包,,10.479411764705883,17.0,0.23943661971830985,178.15,0.24591069086893505,17.0,178.15,0.0,0.00,0.00,178.15,12,0.2222222222222222,0.23943661971830985,0.034274193548387094,0.03413654618473896,0.24618254681130383,0.04316611260261492,0.04260860830216116
600000010081839182,600000010081839183,,Dough Zone Menu (Cupertino),Q-BAO®,,,,10.12,27.0,0.05443548387096774,273.15,0.06583244359715316,27.0,273.15,0.0,0.00,0.79,272.36,25,0.2358490566037736,0,0.05443548387096774,0.05421686746987952,0,0.06599338999970925,0.06514106403130292
600000010081839186,600000010081839187,600000010081839182,Dough Zone Menu (Cupertino),Q-BAO®,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,10.145652173913044,23.0,0.8518518518518519,233.35,0.8542925132710966,23.0,233.35,0.0,0.00,0.79,232.56,21,0.84,0.8518518518518519,0.046370967741935484,0.04618473895582329,0.8538698781025114,0.05634976787462322,0.05562199240387651
600000010081840857,600000010081840858,600000010081839182,Dough Zone Menu (Cupertino),Q-BAO®,,Steamed Pork Buns (4) 特色鲜肉蒸包,,9.95,4.0,0.14814814814814814,39.80,0.14570748672890355,4.0,39.80,0.0,0.00,0.00,39.80,4,0.16,0.14814814814814814,0.008064516129032258,0.008032128514056224,0.1461301218974886,0.009643622125086017,0.009519071627426406
600000010081843256,600000010081843257,,Dough Zone Menu (Cupertino),DUMPLINGS,,,,7.66,88.0,0.1774193548387097,674.15,0.16247827878828777,88.0,674.15,0.0,0.00,0.58,673.57,57,0.5377358490566038,0,0.1774193548387097,0.17670682730923695,0,0.16320740087422586,0.16109952452476395
600000010081843258,600000010081843259,600000010081843256,Dough Zone Menu (Cupertino),DUMPLINGS,,Vegetable Potstickers (6) Ⓥ 素三鲜锅贴,,7.544444444444445,9.0,0.10227272727272728,67.90,0.10071942446043167,9.0,67.90,0.0,0.00,0.00,67.90,8,0.14035087719298245,0.10227272727272728,0.018145161290322582,0.018072289156626505,0.10080615229300592,0.016452310107872882,0.016239823203574196
600000010081845155,600000010081845158,600000010081843256,Dough Zone Menu (Cupertino),DUMPLINGS,,Chicken Potstickers (6) 鸡肉锅贴,,7.608,25.0,0.2840909090909091,190.20,0.28213305644144476,25.0,190.20,0.0,0.00,0.00,190.20,20,0.3508771929824561,0.2840909090909091,0.05040322580645161,0.050200803212851405,0.28237599655566603,0.04608585246711961,0.045490638782324185
600000010081846332,600000010081846333,600000010081843256,Dough Zone Menu (Cupertino),DUMPLINGS,,Pork & Shrimp Potstickers (6) 🦐 猪肉三鲜锅贴,,7.3,14.0,0.1590909090909091,102.20,0.15159830898168064,14.0,102.20,0.0,0.00,0.58,101.62,14,0.24561403508771928,0.1590909090909091,0.028225806451612902,0.028112449799196786,0.1508677643006666,0.024622735687217113,0.024304725094951546
