Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
Cupertino,600000034889955553,3,1/22/25 11:21 AM,1/22/25 11:20 AM,600000034889955552,Yun Juan Huang,,,Lunch,Take Out,600000034889954690,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034889955553,3,1/22/25 11:21 AM,1/22/25 11:20 AM,600000034889955552,Yun Juan Huang,,,Lunch,Take Out,600000034889954692,600000010081840858,600000010081840857,,,Steamed Pork Buns (4) 特色鲜肉蒸包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034889955553,3,1/22/25 11:21 AM,1/22/25 11:20 AM,600000034889955552,Yun Juan Huang,,,Lunch,Take Out,600000034889954694,600000010081840858,600000010081840857,,,Steamed Pork Buns (4) 特色鲜肉蒸包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034889955553,3,1/22/25 11:21 AM,1/22/25 11:20 AM,600000034889955552,Yun Juan Huang,,,Lunch,Take Out,600000034889954696,600000010081846333,600000010081846332,,,Pork & Shrimp Potstickers (6) 🦐 猪肉三鲜锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034889955553,3,1/22/25 11:21 AM,1/22/25 11:20 AM,600000034889955552,Yun Juan Huang,,,Lunch,Take Out,600000034889954698,600000010081859192,600000010081859191,,,Shrimp & Zucchini Steamed Dumplings (6) 🦐 青瓜鲜虾蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,8.35,0.00,8.35,1.0,0.76000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034889955553,3,1/22/25 11:21 AM,1/22/25 11:20 AM,600000034889955552,Yun Juan Huang,,,Lunch,Take Out,600000034889955550,600000010081852343,600000010081852342,,,Chicken & Vegetable Wontons in Chili Sauce (6) 🌶️ 红油菜肉大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890051345,4,1/22/25 11:25 AM,1/22/25 11:24 AM,600000034890051344,Yun Juan Huang,,,Lunch,Take Out,600000034890051341,600000010081831015,600000010081831014,,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,9.40,0.00,9.40,1.0,0.86000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890114659,6,1/22/25 11:28 AM,1/22/25 11:28 AM,600000034890114609,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034890109482,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.15,0.00,4.15,1.0,0.38000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890114659,6,1/22/25 11:28 AM,1/22/25 11:28 AM,600000034890114609,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034890109483,600000010081832227,600000010081832226,,,Pan Fried Chive Dumplings (3) 韭菜盒子,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890114659,6,1/22/25 11:28 AM,1/22/25 11:28 AM,600000034890114609,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034890109484,600000010081843259,600000010081843258,,,Vegetable Potstickers (6) Ⓥ 素三鲜锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890114659,6,1/22/25 11:28 AM,1/22/25 11:28 AM,600000034890114609,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034890109485,600000010081862679,600000010081862678,,,Vegetable Steamed Dumplings (6) Ⓥ 素三鲜蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890114659,6,1/22/25 11:28 AM,1/22/25 11:28 AM,600000034890114609,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034890109486,600000010081907948,600000010081907947,,,Banana Naan Bread (1) Ⓥ 香蕉飞饼,,DESSERTS,Dough Zone Menu (Cupertino),DESSERTS,6.95,0.00,6.95,1.0,0.63000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890083835,7,1/22/25 11:33 AM,1/22/25 11:33 AM,600000034890082236,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890250257,600000010081897528,600000010081897527,,,Broccoli with Seafood Sauce 蚝油西兰花,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,8.40,0.00,8.40,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD f7c2ace9 Ida S
Cupertino,600000034890083835,7,1/22/25 11:33 AM,1/22/25 11:33 AM,600000034890082236,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890250258,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.10,0.00,9.10,1.0,0.75000000,false,false,false,Tax Not Included,No Effect,DD f7c2ace9 Ida S
Cupertino,600000034890083835,7,1/22/25 11:33 AM,1/22/25 11:33 AM,600000034890082236,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890250259,600000010081831015,600000010081831014,,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,10.85,0.00,10.85,1.0,0.89000000,false,false,false,Tax Not Included,No Effect,DD f7c2ace9 Ida S
Cupertino,600000034890083835,7,1/22/25 11:33 AM,1/22/25 11:33 AM,600000034890082236,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890250260,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,22.90,0.00,22.90,2.0,1.89000000,false,false,false,Tax Not Included,No Effect,DD f7c2ace9 Ida S
Cupertino,600000034890317384,8,1/22/25 11:40 AM,1/22/25 11:40 AM,600000034890317334,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000034890428619,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890317384,8,1/22/25 11:40 AM,1/22/25 11:40 AM,600000034890317334,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000034890428620,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.15,0.00,4.15,1.0,0.38000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890489142,600000010081857563,600000010081857562,,,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,8.40,0.00,8.40,1.0,0.73000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890489144,600000010081857563,600000010081857562,,,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,8.40,0.00,8.40,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890489146,600000010081892480,600000010081892479,,,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.10,0.00,9.10,1.0,0.78000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890489148,600000010081888852,600000010081888851,,,Spicy (Ma La) Noodles 🌶️🌶️ 麻辣小面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.10,0.00,9.10,1.0,0.78000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890524900,600000010081829146,600000010081829145,,,Spicy Beef Pancake Roll (1) 🌶️🌶️ 麻辣牛肉卷饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,10.85,0.00,10.85,1.0,0.93000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890524902,600000010081827857,600000010081827854,,,Beef Sandwich (1) 大嘴牛肉包 (不辣),,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,8.40,0.00,8.40,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890524904,600000010081831015,600000010081831014,,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,10.85,0.00,10.85,1.0,0.93000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890524906,600000010081865189,600000010081865188,,,Beef Steamed Dumplings (6) 牛肉蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,8.40,0.00,8.40,1.0,0.73000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890407220,9,1/22/25 11:43 AM,1/22/25 11:43 AM,600000034890407170,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890524908,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,11.45,0.00,11.45,1.0,0.98000000,false,false,false,Tax Not Included,No Effect,DD c0c84946 Martin M
Cupertino,600000034890504168,10,1/22/25 11:46 AM,1/22/25 11:45 AM,600000034890504118,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034890555989,600000010081918793,600000010081918792,,,Jasmine Tea (Hot) 茉莉花茶 (热),,BEVERAGES,Dough Zone Menu (Cupertino),BEVERAGES,5.50,0.00,5.50,1.0,0.50000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890504168,10,1/22/25 11:45 AM,1/22/25 11:45 AM,600000034890504118,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034890559485,600000010081837613,600000010081837612,,,Chicken Xiao Long Bao (8) 鸡肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890504168,10,1/22/25 11:45 AM,1/22/25 11:45 AM,600000034890504118,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034890559486,600000010081850666,600000010081850665,,,Pan Fried Wontons with Sweet & Spicy Garlic Sauce (6) 甜辣香煎大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890504168,10,1/22/25 11:45 AM,1/22/25 11:45 AM,600000034890504118,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034890559487,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.15,0.00,4.15,1.0,0.38000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890504168,10,1/22/25 11:45 AM,1/22/25 11:45 AM,600000034890504118,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034890559488,600000010081854624,600000010081854623,,,Chicken & Vegetable Wontons in Hot & Sour Sauce (6) 🌶️ 酸辣菜肉大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890366396,11,1/22/25 11:45 AM,1/22/25 11:45 AM,600000034890577150,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034890563362,600000010081845158,600000010081845155,,,Chicken Potstickers (6) 鸡肉锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,SF 9755b8b9 PickUp-Alvin L
Cupertino,600000034890366396,11,1/22/25 11:45 AM,1/22/25 11:45 AM,600000034890577150,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034890563364,600000010081892480,600000010081892479,,,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,15.80,0.00,15.80,2.0,1.44000000,false,false,false,Tax Not Included,No Effect,SF 9755b8b9 PickUp-Alvin L
Cupertino,600000034890366396,11,1/22/25 11:45 AM,1/22/25 11:45 AM,600000034890577150,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034890563366,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,SF 9755b8b9 PickUp-Alvin L
Cupertino,600000034890601603,13,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890577157,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034890563398,600000027297452336,600000027297452337,,,COMB A,,COMBO,Dough Zone Menu (Cupertino),,33.98,0.00,33.98,2.0,3.10000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890480126,12,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890480076,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034890594351,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890480126,12,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890480076,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034890594352,600000010081847463,600000010081847462,,,Beef Potstickers (6) 牛肉锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890480126,12,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890480076,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034890594353,600000010081870624,600000010081870623,,,Braised Pig Ears 🌶️ 凉拌猪耳,,APPETIZERS,Dough Zone Menu (Cupertino),APPETIZERS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890480126,12,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890480076,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034890594354,600000010081905518,600000010081905517,,,Chicken & Vegetable Wontons in Chicken Soup 鸡汤菜肉大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890480126,12,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890480076,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034890594355,600000010081895356,600000010081895355,,,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890499432,14,1/22/25 11:47 AM,1/22/25 11:47 AM,600000034890498833,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890602193,600000010081845158,600000010081845155,,,Chicken Potstickers (6) 鸡肉锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,8.40,0.00,8.40,1.0,0.77000000,false,false,false,Tax Not Included,No Effect,DD 0c079d65 Victor W
Cupertino,600000034890499432,14,1/22/25 11:47 AM,1/22/25 11:47 AM,600000034890498833,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890602194,600000010081832227,600000010081832226,,,Pan Fried Chive Dumplings (3) 韭菜盒子,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,8.40,0.00,8.40,1.0,0.77000000,false,false,false,Tax Not Included,No Effect,DD 0c079d65 Victor W
Cupertino,600000034890499432,14,1/22/25 11:47 AM,1/22/25 11:47 AM,600000034890498833,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890602195,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.10,0.00,9.10,1.0,0.83000000,false,false,false,Tax Not Included,No Effect,DD 0c079d65 Victor W
Cupertino,600000034890499432,14,1/22/25 11:47 AM,1/22/25 11:47 AM,600000034890498833,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034890602196,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,11.45,0.00,11.45,1.0,1.04000000,false,false,false,Tax Not Included,No Effect,DD 0c079d65 Victor W
Cupertino,600000034890601603,13,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890577157,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034890611802,600000027297452336,600000027297452337,,,COMB A,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890601603,13,1/22/25 11:46 AM,1/22/25 11:46 AM,600000034890577157,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034890611803,600000010081905403,600000010081905400,,,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890644811,16,1/22/25 11:51 AM,1/22/25 11:51 AM,600000034890627912,Default Online Ordering,B4,Dining Room,Lunch,Dine In,600000034890681687,600000027297454428,600000027297454429,,,COMB C,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890527448,15,1/22/25 11:50 AM,1/22/25 11:50 AM,600000034890521599,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034890698802,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890527448,15,1/22/25 11:50 AM,1/22/25 11:50 AM,600000034890521599,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034890698804,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890527448,15,1/22/25 11:50 AM,1/22/25 11:50 AM,600000034890521599,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034890698806,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890743100,18,1/22/25 11:52 AM,1/22/25 11:52 AM,600000034890738651,Default Online Ordering,B4,Dining Room,Lunch,Dine In,600000034890726761,600000027297452336,600000027297452337,,,COMB A,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890753306,17,1/22/25 11:52 AM,1/22/25 11:51 AM,600000034890753305,Yun Juan Huang,,,Lunch,Take Out,600000034890753303,600000010081895356,600000010081895355,,,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890783304,20,1/22/25 11:54 AM,1/22/25 11:54 AM,600000034890783254,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034890783216,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034890783304,20,1/22/25 11:54 AM,1/22/25 11:54 AM,600000034890783254,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034890783217,600000024922278409,600000024922278410,,,Thai Milk Tea (Cold) 泰式奶茶 (冷),,BEVERAGES,Dough Zone Menu (Cupertino),BEVERAGES,5.95,0.00,5.95,1.0,0.54000000,false,false,false,Tax Not Included,No Effect,
