Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,7.6928381962864725,1131.0,0.0,8700.60,0.0,1131.0,8700.60,0.0,0.00,207.91,8492.69,196,0,0,0,0,0,0,0
,,,Dough Zone Menu (Cupertino),,,,,7.6928381962864725,1131.0,1.0,8700.60,1.0,1131.0,8700.60,0.0,0.00,207.91,8492.69,196,1.0,0,0,1.0,0,0,1.0
600000010081823843,600000010081823844,,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,,,5.88,112.0,0.09902740937223696,658.45,0.07567868882605798,112.0,658.45,0.0,0.00,11.34,647.11,83,0.42346938775510207,0,0.09902740937223696,0.09902740937223696,0,0.07619611689582452,0.07619611689582452
600000010081823846,600000010081823847,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Green Onion Pancake (1) Ⓥ 葱油饼,,4.0055555555555555,54.0,0.48214285714285715,216.30,0.3284987470574835,54.0,216.30,0.0,0.00,0.33,215.97,49,0.5903614457831325,0.48214285714285715,0.04774535809018567,0.04774535809018567,0.333745421952991,0.02543010518457638,0.02543010518457638
600000010081825599,600000010081826450,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Sandwich (1) 🌶️🌶️大嘴牛肉包 (辣),,6.949999999999999,9.0,0.08035714285714286,62.55,0.09499582352494494,9.0,62.55,0.0,0.00,6.95,55.60,9,0.10843373493975904,0.08035714285714286,0.007957559681697613,0.007957559681697613,0.08592047719862156,0.006546806724371195,0.006546806724371195
600000010081827854,600000010081827857,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Sandwich (1) 大嘴牛肉包 (不辣),,6.95,7.0,0.0625,48.65,0.07388564051940162,7.0,48.65,0.0,0.00,0.00,48.65,6,0.07228915662650602,0.0625,0.00618921308576481,0.00618921308576481,0.07518041754879387,0.005728455883824795,0.005728455883824795
600000010081829145,600000010081829146,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Pancake Roll (1) 🌶️🌶️ 麻辣牛肉卷饼,,9.2875,4.0,0.03571428571428571,37.15,0.05642038119826866,4.0,37.15,0.0,0.00,0.00,37.15,4,0.04819277108433735,0.03571428571428571,0.0035366931918656055,0.0035366931918656055,0.05740909582605739,0.0043743501764458605,0.0043743501764458605
600000010081831014,600000010081831015,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,8.95,8.0,0.07142857142857142,71.60,0.10874022325157566,8.0,71.60,0.0,0.00,0.00,71.60,8,0.0963855421686747,0.07142857142857142,0.007073386383731211,0.007073386383731211,0.11064579437808099,0.008430779882463624,0.008430779882463624
600000010081832226,600000010081832227,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Chive Dumplings (3) 韭菜盒子,,7.443333333333333,15.0,0.13392857142857142,111.65,0.16956488723517352,15.0,111.65,0.0,0.00,2.34,109.31,14,0.1686746987951807,0.13392857142857142,0.013262599469496022,0.013262599469496022,0.16892027630541948,0.01287106911944272,0.01287106911944272
600000010081833953,600000010081833954,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Beef Pies (2) 牛肉馅饼,,7.37,15.0,0.13392857142857142,110.55,0.16789429721315208,15.0,110.55,0.0,0.00,1.72,108.83,14,0.1686746987951807,0.13392857142857142,0.013262599469496022,0.013262599469496022,0.1681785167900357,0.012814549924699947,0.012814549924699947
