Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
Cupertino,600000034589991438,5,1/12/25 10:32 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589751664,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,8.76,1.0,0.80000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:32 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589751666,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,8.76,1.0,0.80000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:32 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589751668,600000010081849365,600000010081849364,,,Pan Fried Wontons with Chili Sauce (6) 红油香煎大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.15,0.00,6.29,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:32 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589751670,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,8.14,1.0,0.74000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:32 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589751673,600000010081857563,600000010081857562,,,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.15,0.00,6.30,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:32 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589751675,600000010081902105,600000010081902104,,,Kale Salad with Sweet & Spicy Garlic Dressing Ⓥ 🌶️ 甜辣羽衣甘蓝沙拉,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,7.15,0.00,6.29,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:33 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589803467,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,8.14,1.0,0.74000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:33 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589803469,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,8.14,1.0,0.74000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:33 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589803471,600000010081849365,600000010081849364,,,Pan Fried Wontons with Chili Sauce (6) 红油香煎大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.15,0.00,6.29,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:33 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589803473,600000010081873109,600000010081873108,,,Five Spice Beef Shank 五香牛腱,,APPETIZERS,Dough Zone Menu (Cupertino),APPETIZERS,7.95,0.00,7.00,1.0,0.64000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:33 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589803475,600000010081899532,600000010081899531,,,Kale Salad with Sesame Dressing Ⓥ 麻酱羽衣甘蓝沙拉,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,7.15,0.00,6.29,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:33 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589803477,600000010081833954,600000010081833953,,,Pan Fried Beef Pies (2) 牛肉馅饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,7.15,0.00,6.29,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:34 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589840480,600000010081847463,600000010081847462,,,Beef Potstickers (6) 牛肉锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.15,0.00,6.29,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
Cupertino,600000034589991438,5,1/12/25 10:34 AM,1/12/25 10:35 AM,600000034589991437,xin Meng,,,Breakfast,Take Out,600000034589840482,600000010081905403,600000010081905400,,,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,7.15,0.00,6.29,1.0,0.57000000,false,false,false,Tax Not Included,No Effect,Helen Chou
