Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,8.337252525252524,495.0,0.0,4126.94,0.0,494.0,4116.99,1.0,9.95,15.55,4101.44,113,0,0,0,0,0,0,0
,,,Dough Zone Menu (Cupertino),,,,,8.337252525252524,495.0,1.0,4126.94,1.0,494.0,4116.99,1.0,9.95,15.55,4101.44,113,1.0,0,0,1.0,0,0,1.0
600000010081823843,600000010081823844,,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,,,5.52,46.0,0.09292929292929293,254.05,0.06155892743776261,46.0,254.05,0.0,0.00,0.40,253.65,40,0.35398230088495575,0,0.0931174089068826,0.0931174089068826,0,0.06184413279238512,0.06184413279238512
600000010081823846,600000010081823847,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Green Onion Pancake (1) Ⓥ 葱油饼,,4.2515625,32.0,0.6956521739130435,136.05,0.5355245030505806,32.0,136.05,0.0,0.00,0.40,135.65,28,0.7,0.6956521739130435,0.06477732793522267,0.06477732793522267,0.5347920362704515,0.03307374970741984,0.03307374970741984
600000010081825599,600000010081826450,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Sandwich (1) 🌶️🌶️大嘴牛肉包 (辣),,7.3,2.0,0.043478260869565216,14.60,0.05746900216492816,2.0,14.60,0.0,0.00,0.00,14.60,2,0.05,0.043478260869565216,0.004048582995951417,0.004048582995951417,0.05755962941060516,0.0035597253647499418,0.0035597253647499418
600000010081827854,600000010081827857,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Sandwich (1) 大嘴牛肉包 (不辣),,7.3,1.0,0.021739130434782608,7.30,0.02873450108246408,1.0,7.30,0.0,0.00,0.00,7.30,1,0.025,0.021739130434782608,0.0020242914979757085,0.0020242914979757085,0.02877981470530258,0.0017798626823749709,0.0017798626823749709
600000010081829145,600000010081829146,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Pancake Roll (1) 🌶️🌶️ 麻辣牛肉卷饼,,9.4,2.0,0.043478260869565216,18.80,0.07400118086990749,2.0,18.80,0.0,0.00,0.00,18.80,2,0.05,0.043478260869565216,0.004048582995951417,0.004048582995951417,0.07411787896708062,0.004583755949130062,0.004583755949130062
600000010081831014,600000010081831015,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,9.4,5.0,0.10869565217391304,47.00,0.18500295217476873,5.0,47.00,0.0,0.00,0.00,47.00,5,0.125,0.10869565217391304,0.010121457489878543,0.010121457489878543,0.18529469741770155,0.011459389872825155,0.011459389872825155
600000010081832226,600000010081832227,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Chive Dumplings (3) 韭菜盒子,,7.85,2.0,0.043478260869565216,15.70,0.06179885849242275,2.0,15.70,0.0,0.00,0.00,15.70,2,0.05,0.043478260869565216,0.004048582995951417,0.004048582995951417,0.061896313818253494,0.0038279238511352114,0.0038279238511352114
600000010081833953,600000010081833954,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Beef Pies (2) 牛肉馅饼,,7.3,2.0,0.043478260869565216,14.60,0.05746900216492816,2.0,14.60,0.0,0.00,0.00,14.60,2,0.05,0.043478260869565216,0.004048582995951417,0.004048582995951417,0.05755962941060516,0.0035597253647499418,0.0035597253647499418
